Timestamp,Step,train_loss,val_loss,time_ms,tokens_per_second,learning_rate
2025-03-28T14:40:10,78,NA,NA,NA,NA,0.000941
2025-03-28T14:40:38,79,16.871695,NA,NA,NA,NA
2025-03-28T14:40:38,79,NA,NA,26548.440610,NA,NA
2025-03-28T14:40:38,79,NA,NA,NA,9.642751,NA
2025-03-28T14:40:38,79,NA,NA,NA,NA,0.000940
2025-03-28T14:41:18,80,NA,17.599991,NA,NA,NA
2025-03-28T14:50:11,80,19.371035,NA,NA,NA,NA
2025-03-28T14:50:11,80,NA,NA,26559.209161,NA,NA
2025-03-28T14:50:11,80,NA,NA,NA,9.638842,NA
2025-03-28T14:50:11,80,NA,NA,NA,NA,0.000938
2025-03-28T14:50:40,81,17.550171,NA,NA,NA,NA
2025-03-28T14:50:40,81,NA,NA,28024.441715,NA,NA
2025-03-28T14:50:40,81,NA,NA,NA,9.134883,NA
2025-03-28T14:50:40,81,NA,NA,NA,NA,0.000937
2025-03-28T14:51:09,82,17.506664,NA,NA,NA,NA
2025-03-28T14:51:09,82,NA,NA,27104.524312,NA,NA
2025-03-28T14:51:09,82,NA,NA,NA,9.444918,NA
2025-03-28T14:51:09,82,NA,NA,NA,NA,0.000935
2025-03-28T14:51:36,83,17.421890,NA,NA,NA,NA
2025-03-28T14:51:36,83,NA,NA,27500.023748,NA,NA
2025-03-28T14:51:36,83,NA,NA,NA,9.309083,NA
2025-03-28T14:51:36,83,NA,NA,NA,NA,0.000934
2025-03-28T14:52:04,84,18.182438,NA,NA,NA,NA
2025-03-28T14:52:04,84,NA,NA,26409.096471,NA,NA
2025-03-28T14:52:04,84,NA,NA,NA,9.693629,NA
2025-03-28T14:52:04,84,NA,NA,NA,NA,0.000932
2025-03-28T14:52:32,85,17.123243,NA,NA,NA,NA
2025-03-28T14:52:32,85,NA,NA,26515.287708,NA,NA
2025-03-28T14:52:32,85,NA,NA,NA,9.654807,NA
2025-03-28T14:52:32,85,NA,NA,NA,NA,0.000930
2025-03-28T14:53:00,86,19.707788,NA,NA,NA,NA
